,Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha),Total Area (1000 ha),Total Production (1000 tons),Total Yield (Kg per ha),Rainfall(mm)
20,904,2008,2,Bihar,Saharsa,138.17,271.45,1964.61,73.75,167.62,2272.81,0.02,0.02,1000.0,0.0,0.0,0.0,0.02,0.02,1000.0,0.0,0.0,0.0,25.35,75.4,2974.36,2.97,2.85,959.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42,7.14,847.98,0.0,0.0,0.0,0.14,0.11,785.71,1.86,1.69,908.6,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.12,848.48,5.75,8.13,1413.91,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,4500.0,0.0,0.0,0.0,4.36,9.16,13.51,4.14,0.4,0.0,532.5799999999999,1090.4,1635.6000000000001,1061.5
21,906,2008,2,Bihar,Saran,277.88,364.35,1311.18,269.58,599.95,2225.5,0.02,0.02,1000.0,0.0,0.0,0.0,0.02,0.02,1000.0,0.11,0.14,1272.73,48.5,63.53,1309.9,0.99,0.39,393.94,0.44,0.84,1909.09,0.15,0.3,2000.0,3.69,3.52,953.93,1.48,1.29,871.62,0.0,0.0,0.0,0.02,0.01,500.0,7.0,7.47,1067.14,0.01,0.01,1000.0,0.0,0.0,0.0,0.14,0.11,785.71,0.03,0.06,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,29.76,131.38,4414.65,0.0,0.0,0.0,7.68,27.7,35.38,12.9,0.74,0.02,1320.8,2403.66,3605.49,762.8
22,2,2008,14,Chhattisgarh,Bastar,627.78,729.33,1161.76,1.71,2.6,1520.47,1.52,0.0,0.0,0.56,0.0,0.0,2.08,1.7,817.31,0.0,0.0,0.0,33.41,53.87,1612.39,6.88,1.95,283.43,0.0,0.0,0.0,1.46,1.08,739.73,2.35,1.41,600.0,31.66,9.68,305.75,0.05,0.07,1400.0,2.56,0.81,316.41,6.73,2.23,331.35,0.01,0.0,0.0,0.0,0.0,0.0,1.64,0.43,262.2,0.05,0.01,200.0,0.03,0.05,1666.67,10.82,3.73,344.73,1.19,0.22,184.87,0.0,0.0,0.0,2.76,11.99,14.74,0.19,0.21,0.0,1470.8799999999999,1642.7400000000002,2464.1100000000006,1398.3
23,4,2008,14,Chhattisgarh,Bilaspur,749.56,1070.95,1428.76,17.54,18.05,1029.04,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.9,1247.99,0.07,0.03,428.57,9.7,11.18,1152.73,0.0,0.0,0.0,0.17,0.15,882.35,40.68,29.86,734.15,7.47,4.3,575.0,121.9,40.54,332.57,3.31,4.21,1271.81,3.25,0.86,262.87,6.23,2.18,349.23,0.34,0.08,235.29,0.02,0.01,500.0,8.32,2.34,281.41,0.43,0.19,453.03,10.95,12.98,1184.9,32.93,22.79,692.02,2.63,0.38,143.66,0.0,0.0,0.0,2.19,17.38,19.58,1.13,0.91,0.02,2040.52,2480.5400000000004,3720.8100000000004,1047.0
24,1,2008,14,Chhattisgarh,Durg,803.37,704.09,876.42,36.46,31.19,855.47,0.21,0.07,334.29,0.0,0.0,0.0,0.21,0.26,1244.99,0.0,0.0,0.0,3.4,3.35,984.92,0.2,0.06,300.0,0.06,0.06,1000.0,131.94,113.04,856.71,9.83,5.41,550.84,188.25,149.66,795.01,0.46,0.72,1567.28,1.76,0.44,253.22,3.63,1.23,340.02,0.23,0.06,260.87,0.01,0.0,0.0,18.05,4.59,254.22,0.31,0.22,690.96,70.14,66.01,941.19,94.77,73.18,772.2,7.54,0.84,111.7,0.01,0.01,1000.0,2.16,31.68,33.85,0.16,0.41,0.1,2746.320000000001,2373.1600000000003,3559.7400000000007,904.8
25,5,2008,14,Chhattisgarh,Raigarh,423.29,500.83,1183.18,3.51,4.86,1384.62,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.18,1500.0,0.05,0.02,400.0,7.05,10.15,1439.72,0.7,0.18,257.14,0.02,0.02,1000.0,9.75,8.43,864.62,7.04,3.71,526.99,55.7,25.79,463.02,11.37,14.99,1318.38,3.19,1.07,335.42,6.69,2.68,400.6,0.04,0.01,250.0,0.0,0.0,0.0,1.64,0.5,304.88,3.13,1.22,389.78,0.03,0.03,1000.0,26.07,20.48,785.58,0.68,0.15,220.59,0.0,0.0,0.0,1.76,14.21,15.96,2.02,0.93,0.0,1127.94,1220.8799999999997,1831.3199999999995,1513.9
26,3,2008,14,Chhattisgarh,Raipur,942.24,1252.38,1329.15,10.82,11.04,1020.33,0.21,0.22,1047.62,0.0,0.0,0.0,0.22,0.29,1318.18,0.0,0.0,0.0,1.29,1.39,1077.52,0.84,0.27,321.43,0.0,0.0,0.0,50.16,35.33,704.35,3.4,1.78,523.53,152.38,54.45,357.33,6.76,7.93,1173.08,3.34,1.14,341.32,5.28,1.99,376.89,0.13,0.04,307.69,0.0,0.0,0.0,6.96,2.02,290.23,0.59,0.22,372.88,0.53,0.71,1339.62,23.56,14.04,595.93,0.29,0.06,206.9,0.0,0.0,0.0,2.02,16.41,18.43,0.29,0.64,0.03,2422.6199999999994,2804.7000000000007,4207.050000000001,1114.5
27,6,2008,14,Chhattisgarh,Surguja,382.59,449.93,1176.01,24.81,29.68,1196.29,2.04,0.0,0.0,0.0,0.0,0.0,2.04,2.94,1441.18,0.0,0.0,0.0,44.55,59.93,1345.23,0.48,0.1,208.33,2.93,2.63,897.61,3.48,2.6,747.13,19.1,12.05,630.89,34.7,18.75,540.35,8.12,9.87,1215.52,5.87,1.76,299.83,23.46,9.42,401.53,0.0,0.0,0.0,0.0,0.0,0.0,11.01,3.12,283.38,0.04,0.01,250.0,0.08,0.07,875.0,48.55,24.25,499.49,3.66,0.57,155.74,0.01,0.01,1000.0,0.99,18.65,19.64,6.98,1.46,0.0,1250.9800000000002,1295.6000000000001,1943.4,1119.6000000000001
28,121,2008,3,Gujarat,Ahmedabad,105.95,197.77,1866.61,160.15,243.69,1521.6,12.8,16.2,1265.63,0.0,0.0,0.0,12.8,16.2,1265.63,30.74,52.01,1692.16,0.35,0.53,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,19.72,11.72,594.28,1.58,1.58,1000.0,14.67,7.81,532.52,2.17,3.25,1500.0,8.57,2.87,334.93,7.68,10.41,1356.52,0.0,0.0,0.0,33.54,66.5,1982.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.96,83.04,1598.0,0.1,0.4,4000.0,213.84,58.06,271.49,6.86,18.49,25.35,3.36,0.06,0.0,1373.6800000000003,1581.1799999999998,2371.7699999999995,766.8
29,122,2008,3,Gujarat,Amreli,0.0,0.0,0.0,39.3,112.0,2849.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,26.6,1797.3,0.6,0.9,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,12.3,1500.0,0.6,0.6,1000.0,8.4,4.3,511.9,252.3,123.2,488.31,18.6,7.9,424.73,0.1,0.1,1000.0,0.0,0.0,0.0,1.2,2.3,1916.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.2,133.5,490.45,0.1,0.8,8000.0,227.1,129.34,569.53,7.89,12.42,20.31,0.0,4.2,0.0,1702.78,1140.92,1711.38,728.4
30,123,2008,3,Gujarat,Banaskantha,0.0,0.0,0.0,56.2,118.2,2103.2,9.3,9.0,967.74,0.0,0.0,0.0,9.3,9.0,967.74,204.8,205.6,1003.91,10.7,18.9,1766.36,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1000.0,2.7,2.9,1074.07,36.9,17.9,485.09,26.5,37.1,1400.0,19.7,5.7,289.34,150.9,171.3,1135.19,0.0,0.0,0.0,82.7,178.4,2157.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.8,392.5,1402.79,0.0,0.0,0.0,28.2,19.48,690.78,3.96,57.05,61.01,25.1,0.2,0.0,1894.1200000000001,2487.0599999999995,3730.5899999999992,539.1
31,126,2008,3,Gujarat,Bhavnagar,0.0,0.0,0.0,33.9,88.0,2595.87,20.9,26.3,1258.37,1.7,1.5,882.35,22.6,27.8,1230.09,47.9,109.1,2277.66,1.3,1.9,1461.54,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1000.0,0.9,0.8,888.89,6.1,2.7,442.62,125.2,145.0,1158.15,25.6,12.1,472.66,0.2,0.3,1500.0,0.0,0.0,0.0,0.7,1.4,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7,158.8,1046.8,0.2,1.7,8500.0,306.2,180.98,591.05,28.84,38.42,67.25,0.0,32.3,0.0,1553.8799999999999,1664.2,2496.3,740.7
32,128,2008,3,Gujarat,Dangs,17.9,22.7,1268.16,0.7,1.7,2428.57,3.6,5.0,1388.89,0.0,0.0,0.0,3.6,5.0,1388.89,0.0,0.0,0.0,3.1,4.4,1419.35,9.7,11.1,1144.33,0.0,0.0,0.0,1.2,1.2,1000.0,4.0,4.2,1050.0,4.9,3.5,714.29,5.2,7.4,1423.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,7.4,1423.08,0.1,1.1,11000.0,0.0,0.0,0.0,3.64,1.68,5.32,0.0,0.5,0.0,125.68000000000002,153.76000000000002,230.64000000000004,2593.0
33,129,2008,3,Gujarat,Jamnagar,0.0,0.0,0.0,35.6,117.1,3289.33,0.0,0.0,0.0,0.3,0.2,666.67,0.3,0.2,666.67,12.1,18.9,1561.98,1.9,2.7,1421.05,0.0,0.0,0.0,0.0,0.0,0.0,27.8,36.9,1327.34,0.2,0.2,1000.0,5.8,3.3,568.97,399.4,656.5,1643.72,10.6,6.1,575.47,2.4,2.8,1166.67,0.0,0.0,0.0,9.1,26.9,2956.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.5,692.3,1642.47,0.5,3.3,6600.0,142.4,99.94,701.83,2.4,13.42,15.82,1.1,3.2,0.0,2146.8,3367.92,5051.88,577.5
34,131,2008,3,Gujarat,Kheda,193.8,398.1,2054.18,121.5,257.3,2117.7,1.2,1.4,1166.67,0.3,0.2,666.67,1.5,1.6,1066.67,112.1,187.2,1669.94,21.0,31.2,1485.71,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.6,604.65,3.3,3.1,939.39,3.6,1.9,527.78,2.7,4.3,1592.59,7.0,1.7,242.86,7.8,8.8,1128.21,0.0,0.0,0.0,16.3,24.5,1503.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,39.3,1162.72,0.0,0.0,0.0,32.4,17.87,551.54,36.54,45.57,82.11,10.5,0.5,0.0,1219.28,2054.28,3081.42,758.1
35,132,2008,3,Gujarat,Kutch,0.0,0.0,0.0,20.1,55.2,2746.27,0.0,0.0,0.0,0.3,0.3,1000.0,0.3,0.3,1000.0,46.1,41.5,900.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1000.0,0.0,0.0,0.0,91.0,32.3,354.95,64.0,102.3,1598.44,24.9,9.2,369.48,8.1,11.4,1407.41,0.0,0.0,0.0,63.9,105.6,1652.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.9,228.5,1420.14,0.1,0.8,8000.0,67.5,44.47,658.81,29.16,7.32,36.48,0.2,0.9,0.0,1153.92,1280.98,1921.47,314.40000000000003
36,133,2008,3,Gujarat,Mehsana,11.15,23.13,2074.72,102.65,247.31,2409.32,5.9,7.0,1186.44,0.0,0.0,0.0,5.9,7.0,1186.44,132.46,169.59,1280.27,1.35,1.97,1462.85,0.0,0.0,0.0,0.0,0.0,0.0,6.08,3.98,654.72,1.42,1.42,1000.0,65.73,34.99,532.3,6.53,9.04,1385.15,18.13,7.23,398.79,104.42,115.29,1104.03,0.0,0.0,0.0,112.56,210.9,1873.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.64,342.46,1417.26,0.0,0.0,0.0,126.46,58.89,465.71,20.37,24.74,45.1,7.44,0.24,0.0,1940.3800000000003,2530.36,3795.54,607.4
37,134,2008,3,Gujarat,Panchmahal,108.5,77.6,715.21,44.8,65.8,1468.75,1.1,1.3,1181.82,0.1,0.1,1000.0,1.2,1.4,1166.67,7.4,8.9,1202.7,228.5,291.9,1277.46,0.1,0.1,1000.0,0.0,0.0,0.0,50.2,37.1,739.04,37.7,50.3,1334.22,16.9,10.4,615.38,4.3,7.1,1651.16,2.5,0.8,320.0,0.5,0.5,1000.0,0.0,0.0,0.0,3.3,6.6,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,15.0,1415.09,0.1,0.4,4000.0,7.4,2.61,352.7,9.99,9.68,19.68,0.1,0.7,0.0,1070.5800000000002,1176.58,1764.87,673.9
38,135,2008,3,Gujarat,Rajkot,0.0,0.0,0.0,97.0,317.8,3276.29,2.8,3.5,1250.0,0.2,0.2,1000.0,3.0,3.7,1233.33,13.3,13.6,1022.56,0.8,1.1,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,14.4,1870.13,0.6,0.6,1000.0,6.7,3.3,492.54,386.8,375.9,971.82,16.6,5.6,337.35,0.2,0.2,1000.0,0.0,0.0,0.0,4.6,10.7,2326.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.2,392.4,961.29,0.2,1.7,8500.0,245.0,190.84,778.94,1.58,19.5,21.07,0.0,5.8,0.0,2390.56,2721.68,4082.5199999999995,793.1999999999999
39,136,2008,3,Gujarat,Sabarkantha,10.1,18.4,1821.78,90.0,198.1,2201.11,0.1,0.1,1000.0,0.0,0.0,0.0,0.1,0.1,1000.0,13.5,25.6,1896.3,90.3,130.9,1449.61,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.3,804.88,22.0,19.9,904.55,15.4,7.1,461.04,60.8,62.8,1032.89,2.5,0.6,240.0,9.8,11.2,1142.86,0.0,0.0,0.0,48.0,90.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.1,164.6,1359.21,0.0,0.0,0.0,110.1,61.47,558.31,12.61,19.78,32.38,7.6,0.1,0.0,1236.22,1628.1000000000001,2442.15,668.6
40,137,2008,3,Gujarat,Surat,94.5,197.1,2085.71,11.0,26.1,2372.73,36.4,49.1,1348.9,6.6,7.2,1090.91,43.0,56.3,1309.3,0.1,0.1,1000.0,2.7,3.7,1370.37,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.1,1291.67,30.0,25.6,853.33,10.8,5.6,518.52,15.1,26.3,1741.72,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.4,0.9,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,27.3,1750.0,131.9,939.4,7122.06,8.4,3.28,390.48,25.6,29.61,55.21,0.0,0.9,0.0,869.2,2803.38,4205.07,1622.0
41,138,2008,3,Gujarat,Surendranagar,0.9,1.0,1111.11,36.5,86.7,2375.34,12.6,15.9,1261.9,2.8,2.4,857.14,15.4,18.3,1188.31,41.2,47.4,1150.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,8.9,956.99,0.0,0.0,0.0,7.3,3.5,479.45,21.8,40.0,1834.86,76.6,23.4,305.48,1.1,1.3,1181.82,0.0,0.0,0.0,28.0,76.6,2735.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.5,141.3,1108.24,0.1,0.6,6000.0,448.7,141.15,314.58,4.15,10.98,15.12,0.0,0.5,0.0,1667.8999999999999,1239.8600000000001,1859.7900000000002,738.5
42,127,2008,3,Gujarat,Valsad,113.5,259.4,2285.46,0.6,1.4,2333.33,0.6,0.8,1333.33,0.5,0.5,1000.0,1.1,1.3,1181.82,0.0,0.0,0.0,0.0,0.0,0.0,9.6,8.8,916.67,0.0,0.0,0.0,2.1,2.1,1000.0,7.2,5.0,694.44,14.7,10.0,680.27,0.5,0.7,1400.0,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1333.33,41.1,276.8,6734.79,0.0,0.0,0.0,60.93,16.44,77.37,0.0,0.1,0.0,506.2599999999999,1168.4800000000002,1752.7200000000003,2246.3
43,183,2008,4,Haryana,Ambala,161.5,512.0,3170.28,183.9,693.0,3768.35,4.6,3.0,652.17,0.0,0.0,0.0,4.6,3.0,652.17,1.9,4.0,2105.26,10.5,22.8,2171.43,0.0,0.0,0.0,0.1,0.0,0.0,0.9,1.0,1111.11,0.06,0.0,0.0,5.34,2.8,524.34,0.1,0.1,1000.0,0.1,0.0,0.0,5.5,10.0,1818.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,2.5,1644.74,0.0,0.0,0.0,7.2,12.6,1750.0,40.3,214.4,5320.1,0.0,0.0,0.0,0.28,10.54,10.81,3.56,1.63,33.79,863.92,2986.74,4480.11,1227.9
44,180,2008,4,Haryana,Gurgaon,46.1,120.0,2603.04,247.2,1103.0,4461.97,21.8,11.0,504.59,0.0,0.0,0.0,21.8,11.0,504.59,68.3,124.0,1815.52,0.1,0.2,2000.0,0.0,0.0,0.0,5.6,16.0,2857.14,0.8,1.0,1250.0,3.45,3.4,985.51,1.96,0.5,255.1,0.1,0.0,0.0,1.5,0.6,400.0,47.7,85.0,1781.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3,85.6,1736.31,4.5,26.9,5977.78,0.2,0.0,0.0,0.98,9.27,10.24,0.12,0.76,74.65,1043.0200000000002,3196.46,4794.6900000000005,614.1
45,181,2008,4,Haryana,Jind,135.03,320.38,2372.59,246.14,1179.76,4793.01,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,55.53,107.58,1937.33,0.02,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3000.0,0.42,0.0,0.0,1.28,1.45,1132.22,0.07,0.05,773.64,0.0,0.0,0.0,0.22,0.1,458.72,6.01,9.36,1557.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,9.46,1519.43,2.41,14.16,5883.62,45.55,26.38,579.08,1.0,1.85,2.85,0.04,0.0,39.88,1003.1,3347.0599999999995,5020.589999999999,561.7
46,184,2008,4,Haryana,Karnal,496.47,1362.62,2744.64,516.06,2404.24,4658.86,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,14.47,36.42,2516.93,0.78,1.4,1790.28,0.0,0.0,0.0,0.4,0.0,0.0,0.78,0.0,0.0,0.86,1.05,1222.25,2.0,2.15,1072.89,0.0,0.0,0.0,0.08,0.0,0.0,3.09,8.14,2632.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,9.3,1852.59,0.0,0.0,0.0,8.17,17.44,2133.59,25.69,164.44,6400.09,2.15,1.67,778.05,2.44,12.88,15.32,7.2,0.04,86.09,2171.7200000000003,8043.580000000001,12065.37,613.6
47,186,2008,4,Haryana,Rohtak,165.36,267.65,1618.59,346.45,1577.04,4551.95,53.37,26.13,489.65,0.0,0.0,0.0,53.37,26.13,489.65,65.34,114.73,1755.95,0.4,0.8,2000.0,0.0,0.0,0.0,5.57,17.91,3213.71,1.71,2.0,1167.54,24.69,26.91,1089.94,0.16,0.12,769.23,0.11,0.2,1769.91,0.23,0.0,0.0,59.85,106.03,1771.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.19,106.23,1764.82,14.3,82.3,5755.24,7.83,4.16,531.83,2.13,7.3,9.43,0.8,0.03,41.94,1723.7200000000003,4731.340000000001,7097.010000000002,580.6
48,627,2008,18,Himachal Pradesh,Chamba,2.67,3.29,1232.21,20.67,27.9,1349.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.39,73.99,2606.2,0.01,0.01,1000.0,3.94,4.27,1083.76,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.81,395.12,0.0,0.0,0.0,0.04,0.01,250.0,3.17,0.91,287.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.23,3.54,0.51,0.05,0.02,127.52,224.94,337.40999999999997,477.5
49,629,2008,18,Himachal Pradesh,Kangra,40.66,62.78,1544.02,160.39,176.58,1100.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.08,500.0,121.33,231.89,1911.23,0.01,0.01,1000.0,2.93,3.13,1068.26,0.32,0.2,625.0,0.0,0.0,0.0,2.74,1.25,456.2,0.0,0.0,0.0,2.9,1.01,348.28,2.75,0.99,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.14,285.71,0.0,0.0,0.0,0.1,0.17,1700.0,0.0,0.0,0.0,0.92,1.34,1456.52,0.0,0.0,0.0,8.43,4.85,13.3,3.51,0.3,6.2,695.28,969.44,1454.16,1805.3
50,630,2008,18,Himachal Pradesh,Kinnaur,0.02,0.02,1000.0,0.23,0.3,1304.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.56,2240.0,0.02,0.02,1000.0,0.95,1.41,1484.21,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.59,641.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.16,5.13,0.2,0.0,0.06,15.12,6.12,9.18,735.1
51,631,2008,18,Himachal Pradesh,Kullu,1.44,1.97,1368.06,24.16,31.28,1294.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68,44.97,2696.04,0.24,0.2,833.33,3.34,3.38,1011.98,0.07,0.03,428.57,0.0,0.0,0.0,1.52,0.58,381.58,0.04,0.03,750.0,0.0,0.0,0.0,0.74,0.17,229.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,2.69,13.47,1.05,0.07,0.06,120.12,170.76,256.14,1446.0
52,634,2008,18,Himachal Pradesh,Mandi,20.17,27.41,1358.95,65.84,48.36,734.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,500.0,48.35,134.05,2772.49,0.99,0.91,919.19,3.25,2.95,907.69,0.04,0.01,250.0,0.0,0.0,0.0,4.79,2.25,469.73,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.02,54.05,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.01,47.62,0.0,0.0,0.0,0.54,0.91,1685.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,4.79,11.61,1.85,0.12,0.83,306.52,443.61999999999995,665.43,1300.5
53,636,2008,18,Himachal Pradesh,Sirmaur,5.73,7.78,1357.77,25.11,33.47,1332.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.19,60.68,2734.57,0.3,0.22,733.33,2.16,1.5,694.44,0.1,0.04,400.0,0.0,0.0,0.0,3.4,1.81,532.35,0.03,0.03,1000.0,0.04,0.02,500.0,0.87,0.04,45.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,1666.67,0.0,0.0,0.0,1.33,3.84,2887.22,0.0,0.0,0.0,1.44,4.62,6.06,1.35,0.12,1.93,128.15999999999997,228.44000000000005,342.6600000000001,1422.1
54,633,2008,18,Himachal Pradesh,Solan,4.26,10.57,2481.22,25.35,36.57,1442.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73,54.76,2409.15,0.0,0.0,0.0,1.84,1.09,592.39,0.03,0.0,0.0,0.0,0.0,0.0,1.82,0.59,324.18,0.0,0.0,0.0,0.17,0.05,294.12,0.38,0.07,184.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,1666.67,0.0,0.0,0.0,0.08,0.12,1500.0,0.04,0.02,500.0,0.71,3.81,4.52,0.13,0.03,1.17,115.14000000000003,215.46,323.19,1492.1
